Date,share35,Master,Debt,Deposits,share20,share65,Thaishare,estate,abroadshare,abroadDebt,gold,active,vayu
31/10/2568,34.1437,30.2214,24.1722,21.4402,29.5963,39.8323,23.1042,22.9965,32.4382,28.5395,53.5577,33.9444,10.8187
30/10/2568,34.1992,30.2638,24.1863,21.4294,29.6353,39.9106,23.1506,22.8828,32.5123,28.5511,53.8845,34.0127,10.8186
29/10/2568,34.1937,30.2475,24.1965,21.4286,29.6267,39.9157,23.0707,22.8556,32.6011,28.5774,52.6747,34.0129,10.8186
28/10/2568,34.2423,30.3154,24.2007,21.4275,29.6725,39.957,23.0985,22.8281,32.5735,28.6544,53.1627,34.0319,10.8186
27/10/2568,34.3971,30.4082,24.1898,21.4264,29.7597,40.2223,23.2761,22.8242,32.8312,28.6665,53.992,34.2729,10.8175
24/10/2568,34.372,30.4355,24.1922,21.4233,29.7673,40.1294,23.3803,22.8025,32.5461,28.6615,55.6406,34.1888,10.8175
22/10/2568,34.3101,30.43,24.1931,21.4213,29.7532,39.97,23.1382,22.9628,32.3513,28.7123,55.7722,34.0499,10.7176
21/10/2568,34.2693,30.3908,24.1782,21.4203,29.7197,39.914,22.9109,23.0907,32.3735,28.6893,55.662,33.9989,10.8175
20/10/2568,34.3029,30.4404,24.2034,21.4193,29.7621,39.9087,22.7721,22.8277,32.2275,28.6427,59.2116,33.9865,10.7176
17/10/2568,34.1493,30.3663,24.2289,21.4175,29.6797,39.6273,22.5699,22.9306,31.9569,28.6223,57.1298,33.7333,10.7176
16/10/2568,34.1519,30.3602,24.2379,21.4165,29.6843,39.6365,22.7809,23.0284,31.8998,28.6133,57.9795,33.7411,10.8175
15/10/2568,34.0723,30.3202,24.2695,21.416,29.6361,39.5047,22.7283,22.9015,31.7685,28.5781,56.6673,33.6185,10.8176
14/10/2568,34.0833,30.3437,24.2746,21.4154,29.6476,39.4852,22.3291,22.8521,31.8351,28.574,56.1467,33.6016,10.8177
10/10/2568,34.0393,30.2749,24.2725,21.4131,29.5965,39.4757,22.6289,22.9638,31.8814,28.5075,54.2666,33.6056,10.818
09/10/2568,34.0913,30.2482,24.2741,21.4125,29.5854,39.6814,22.8549,23.0231,32.2329,28.407,53.5026,33.797,10.918
08/10/2568,34.1089,30.2749,24.3031,21.4119,29.6114,39.6767,22.6986,22.976,32.2272,28.4271,54.428,33.7879,10.9181
07/10/2568,34.0412,30.2302,24.3075,21.4116,29.5701,39.5589,22.6673,22.8874,32.1109,28.4071,53.5337,33.684,10.8182
06/10/2568,34.0263,30.2145,24.3132,21.4109,29.5559,39.5435,22.431,22.9736,32.1829,28.3814,53.168,33.6693,10.8182
03/10/2568,33.9442,30.1672,24.3109,21.4092,29.5088,39.4032,22.5561,22.9097,31.9931,28.4032,52.0789,33.542,10.9184
02/10/2568,33.8858,30.1368,24.3067,21.4086,29.477,39.2944,22.5236,22.9676,31.8505,28.406,51.6471,33.4416,10.8185
01/10/2568,33.8141,30.1078,24.3076,21.4078,29.4439,39.1421,22.3817,23.045,31.6361,28.3876,51.7873,33.2995,10.8186
30/09/2568,33.7916,30.1016,24.3072,21.4072,29.4344,39.0894,22.4542,23.0859,31.5113,28.3694,51.7882,33.2501,10.8187
29/09/2568,33.6515,30.0035,24.285,21.3963,29.3421,38.8744,22.6257,23.0174,31.2123,28.3467,51.1034,33.0491,10.8185
26/09/2568,33.5559,29.9301,24.2789,21.3933,29.2711,38.7183,22.4688,22.8479,31.1098,28.2904,50.2491,32.9035,10.8174
25/09/2568,33.5346,29.9119,24.3062,21.3923,29.2624,38.678,22.5988,22.8174,31.0596,28.2795,49.7947,32.8699,10.9173
24/09/2568,33.5129,29.9014,24.3227,21.3913,29.2551,38.6333,22.3877,22.8688,31.0847,28.3044,49.3907,32.8265,10.9173
23/09/2568,33.4495,29.8597,24.3204,21.3903,29.2182,38.5286,22.3589,22.6334,30.9623,28.3065,49.5754,32.7294,10.8174
22/09/2568,33.4268,29.824,24.332,21.3893,29.1959,38.5088,22.5086,22.4682,30.945,28.2868,49.3223,32.7059,10.8174
19/09/2568,33.4414,29.8314,24.3232,21.3862,29.2053,38.5387,22.673,23.0208,30.9484,28.3094,48.5705,32.7324,10.9174
18/09/2568,33.3902,29.7905,24.3042,21.3851,29.1714,38.4605,22.6616,23.1097,30.8759,28.3283,47.9798,32.6637,10.8174
17/09/2568,33.3487,29.7759,24.2874,21.3839,29.1544,38.3755,22.7964,23.3185,30.6973,28.3654,48.0807,32.5833,10.9174
16/09/2568,33.2948,29.7407,24.2516,21.3829,29.1158,38.2971,22.8229,23.209,30.5756,28.3684,48.3874,32.5123,10.9174
15/09/2568,33.3581,29.7813,24.2403,21.3825,29.1488,38.4112,22.8313,22.9671,30.7099,28.3878,48.5961,32.6178,10.9174
12/09/2568,33.2139,29.7078,24.3101,21.3795,29.0824,38.1152,22.7479,22.7444,30.3304,28.3256,47.8547,32.3433,10.9174
11/09/2568,33.2792,29.7673,24.3472,21.3785,29.1354,38.1877,22.6972,22.4155,30.4101,28.3834,47.962,32.4056,10.9174
10/09/2568,33.174,29.7128,24.3614,21.3782,29.0798,37.9832,22.5624,22.1829,30.1522,28.3385,47.947,32.2164,10.9175
09/09/2568,33.0708,29.6571,24.3765,21.3779,29.0238,37.7968,22.5686,22.1231,29.8831,28.2882,47.5957,32.0416,10.9176
08/09/2568,33.1036,29.6984,24.375,21.3775,29.057,37.8159,22.4053,21.8741,29.8938,28.3461,47.9993,32.0572,10.8177
05/09/2568,33.1887,29.7576,24.3764,21.3765,29.1019,37.956,22.44,21.6912,30.0416,28.3317,47.9439,32.1874,10.918
04/09/2568,33.1734,29.743,24.3694,21.3761,29.0831,37.9486,22.3548,21.6507,30.0598,28.2571,47.5415,32.1848,10.9181
03/09/2568,33.1472,29.7222,24.3687,21.3759,29.0656,37.897,22.4386,21.6083,29.9408,28.198,47.7807,32.1387,10.8183
02/09/2568,33.0996,29.6984,24.3667,21.3755,29.0378,37.8075,22.3397,21.8445,29.8363,28.1426,47.4836,32.0504,10.8184
01/09/2568,33.069,29.6725,24.3573,21.3754,29.0123,37.7828,22.2117,21.8993,29.9201,28.1865,46.2439,32.0302,10.9185
29/08/2568,33.0742,29.6835,24.3365,21.3619,29.0168,37.7998,22.0484,21.6368,29.9819,28.2054,46.3138,32.049,10.8172
28/08/2568,33.1112,29.69,24.3357,21.3609,29.0276,37.8853,22.2489,21.897,30.0896,28.2329,45.8348,32.128,10.8172
27/08/2568,33.1136,29.697,24.3322,21.36,29.0329,37.8909,22.1568,21.8665,30.12,28.2199,45.6487,32.1359,10.8172
26/08/2568,33.1327,29.7021,24.3388,21.3592,29.0431,37.9326,22.1629,21.9457,30.1883,28.2017,45.5853,32.176,10.7173
25/08/2568,33.118,29.6831,24.3379,21.3579,29.0259,37.9111,22.2963,21.7884,30.1411,28.1846,45.1898,32.1561,10.7173
22/08/2568,33.1667,29.7259,24.3221,21.3551,29.0569,37.9807,22.1522,21.6033,30.228,28.2203,45.5768,32.2182,10.7173
21/08/2568,33.0391,29.6559,24.3135,21.3543,28.9849,37.7433,22.1028,21.6796,29.8974,28.1531,45.07,32.0053,10.7173
20/08/2568,33.0542,29.6678,24.3143,21.3532,28.9968,37.7686,22.2009,21.7057,29.9139,28.1984,45.1226,32.0266,10.8173
19/08/2568,33.0299,29.6426,24.3138,21.353,28.9767,37.7585,21.9461,21.7211,30.0267,28.1709,44.6144,32.022,10.7173
18/08/2568,33.0439,29.6424,24.3133,21.3519,28.9777,37.8018,21.9963,21.8384,30.0825,28.1434,44.8051,32.0625,10.7174
15/08/2568,33.054,29.6383,24.2949,21.3497,28.9767,37.8324,22.2307,21.9444,30.0654,28.158,44.8366,32.09,10.7175
14/08/2568,33.0305,29.6233,24.282,21.3486,28.965,37.7927,22.3102,21.8829,29.9995,28.2081,44.7263,32.056,10.7175
13/08/2568,33.0066,29.6075,24.2594,21.3487,28.9472,37.7431,22.5307,22.1036,29.8501,28.2437,44.8618,32.0052,10.8176
08/08/2568,32.8702,29.5313,24.2234,21.3459,28.8675,37.4727,22.1842,21.7837,29.5086,28.184,45.5153,31.7561,10.618
07/08/2568,32.8447,29.5207,24.2218,21.3453,28.8595,37.4011,22.2309,21.7081,29.3792,28.2295,45.5166,31.6888,10.5182
06/08/2568,32.8305,29.5199,24.2138,21.3439,28.8546,37.3614,22.1424,21.805,29.3311,28.2474,45.2658,31.6508,10.5182
05/08/2568,32.7424,29.4738,24.2072,21.3435,28.8051,37.1915,21.9466,21.5927,29.1451,28.2679,45.3537,31.4962,10.5183
04/08/2568,32.7421,29.4741,24.2015,21.3428,28.8003,37.21,21.6108,21.374,29.2873,28.2627,45.4002,31.5176,10.5184
01/08/2568,32.8035,29.5423,24.1886,21.3412,28.8506,37.2761,21.3979,21.4238,29.345,28.263,45.6904,31.5776,10.6177
31/07/2568,32.85,29.4985,24.193,21.3406,28.828,37.4782,21.8543,21.4511,29.6709,28.1427,44.5524,31.773,10.5178
30/07/2568,32.7614,29.4347,24.1801,21.3291,28.7655,37.3521,21.8022,21.5367,29.5721,28.1036,43.9384,31.6593,10.5177
29/07/2568,32.7218,29.4019,24.1765,21.3278,28.7452,37.2848,21.6638,21.5221,29.5279,28.1253,44.5969,31.5905,10.5177
25/07/2568,32.7329,29.4097,24.1826,21.3235,28.7505,37.3363,21.389,21.5427,29.6832,28.0453,44.7144,31.639,10.5177
24/07/2568,32.7034,29.3851,24.1822,21.3231,28.7316,37.2895,21.4345,21.578,29.611,28.027,44.9713,31.5965,10.5177
23/07/2568,32.6444,29.3508,24.1826,21.322,28.7014,37.1502,21.4687,21.6344,29.388,28.066,45.1004,31.4645,10.4178
22/07/2568,32.607,29.3702,24.1779,21.3205,28.7106,37.035,20.9903,21.5081,29.2725,28.1324,45.8725,31.3565,10.4178
21/07/2568,32.6543,29.3744,24.158,21.3194,28.7144,37.1572,21.2856,21.7447,29.3988,28.0972,45.5111,31.4715,10.5178
18/07/2568,32.6076,29.3278,24.1541,21.3166,28.6723,37.0961,21.2905,21.3195,29.3457,28.0215,44.8647,31.4195,10.4179
17/07/2568,32.6329,29.348,24.1485,21.3164,28.6871,37.1523,21.2087,21.1972,29.4307,28.0254,44.9385,31.4708,10.4179
16/07/2568,32.5248,29.3182,24.1529,21.3157,28.65,36.9731,20.7036,21.1149,29.2989,28.0187,45.0649,31.3059,10.5179
15/07/2568,32.459,29.2467,24.1466,21.3157,28.5901,36.8504,20.8219,21.0339,29.1476,27.9789,44.6839,31.1915,10.418
14/07/2568,32.3983,29.2227,24.1208,21.3152,28.5568,36.7453,20.5878,20.5728,29.0611,27.9952,44.8355,31.0939,10.5181
11/07/2568,32.4099,29.2553,24.1225,21.313,28.5876,36.7803,20.2582,20.5289,29.16,28.0314,45.1669,31.1216,10.4183
09/07/2568,32.4914,29.3293,24.1312,21.3118,28.6518,36.9267,20.1378,20.5661,29.3875,28.1322,44.8911,31.2463,10.5184
08/07/2568,32.3624,29.2367,24.1253,21.311,28.5661,36.6963,20.1619,20.6431,29.0987,28.0586,44.4937,31.0428,10.5185
07/07/2568,32.4468,29.29,24.1172,21.3101,28.6197,36.8366,20.2761,20.7958,29.2198,28.1039,45.021,31.17,10.4186
04/07/2568,32.3735,29.2351,24.1068,21.3077,28.5681,36.724,20.2621,20.7924,29.1289,28.1277,44.6956,31.0678,10.5188
03/07/2568,32.4023,29.2453,24.1036,21.3071,28.5786,36.7726,20.3667,20.8937,29.1618,28.1272,44.7444,31.1124,10.5188
02/07/2568,32.3901,29.2608,24.1126,21.3072,28.5917,36.7105,20.2428,20.8154,29.0494,28.1559,45.0853,31.0551,10.4189
01/07/2568,32.3697,29.2584,24.1177,21.3065,28.5869,36.6601,20.2036,20.8559,28.9983,28.2054,44.8235,31.0088,10.519
30/06/2568,32.3393,29.236,24.1026,21.3051,28.5697,36.6682,19.901,20.8936,29.126,28.1939,44.5729,31.0115,10.3703
27/06/2568,32.3158,29.2262,24.0905,21.2913,28.5508,36.6545,19.7871,20.7402,29.1513,28.1558,44.1724,31.0005,10.4702
26/06/2568,32.296,29.2011,24.0816,21.291,28.5272,36.53,20.2245,20.5973,28.8079,28.1711,44.7499,30.9036,10.3703
25/06/2568,32.3095,29.2165,24.0493,21.2893,28.5354,36.5494,20.2103,20.6613,28.7853,28.1648,45.0361,30.9263,10.3703
24/06/2568,32.2514,29.1681,24.03,21.2882,28.4882,36.4211,20.1671,20.5294,28.614,28.1598,44.9059,30.8029,10.3703
23/06/2568,32.2143,29.2097,24.0163,21.2867,28.5098,36.3241,19.5229,20.5674,28.4863,28.1561,46.0152,30.7129,10.3703
20/06/2568,32.0815,29.1116,24.0161,21.2849,28.4213,36.1016,19.5429,20.7009,28.2302,28.0712,45.5691,30.5233,10.3691
19/06/2568,32.0851,29.1125,24.0076,21.2842,28.42,36.1295,19.5033,20.7716,28.2955,28.0705,45.589,30.546,10.4691
18/06/2568,32.1345,29.1008,23.9946,21.2827,28.4176,36.2118,20.0634,21.0537,28.2997,28.059,45.4027,30.6313,10.3691
17/06/2568,32.1865,29.1022,23.9801,21.2822,28.422,36.3058,20.4716,21.0327,28.3447,28.0317,45.5718,30.7256,10.3691
16/06/2568,32.152,29.0577,23.9673,21.2804,28.382,36.2776,20.4417,21.0113,28.3523,27.9776,45.4398,30.6937,10.3691
13/06/2568,32.1547,29.0798,23.9727,21.2774,28.4035,36.2161,20.5519,21.1518,28.1587,27.9984,46.0085,30.643,10.3692
12/06/2568,32.2321,29.1144,23.9654,21.2771,28.4437,36.4057,20.6233,21.094,28.4645,28.0701,45.4628,30.8083,10.3693
11/06/2568,32.3026,29.1417,23.9581,21.2765,28.4761,36.5524,20.8884,21.1475,28.5741,28.0245,45.1466,30.9628,10.4693
10/06/2568,32.262,29.1045,23.952,21.2764,28.4427,36.4907,20.8352,21.2701,28.5128,27.9733,44.9463,30.9057,10.3695
09/06/2568,32.2251,29.0806,23.9472,21.276,28.4185,36.4256,20.7388,21.254,28.4348,27.928,44.9562,30.8458,10.3696
06/06/2568,32.1907,29.0479,23.9444,21.2748,28.3924,36.3573,20.8077,21.5942,28.3248,27.9036,44.6802,30.785,10.2699
05/06/2568,32.1525,29.0418,23.9386,21.2741,28.3781,36.2223,20.8728,21.5035,28.0794,27.9592,45.136,30.6693,10.3699
04/06/2568,32.2113,29.0924,23.9218,21.2739,28.4268,36.3066,20.714,21.9344,28.1635,28.0212,45.6364,30.7332,10.2701
30/05/2568,32.1603,29.0537,23.8982,21.2598,28.3841,36.2036,20.9542,22.1959,27.9464,27.9795,44.6635,30.6618,10.2704
29/05/2568,32.1688,29.0433,23.8821,21.259,28.372,36.2255,21.1427,22.1143,27.9337,27.9362,44.9018,30.6885,10.3704
28/05/2568,32.0605,28.964,23.8859,21.2573,28.3007,36.042,21.099,21.9806,27.7255,27.8607,44.4581,30.5302,10.2704
27/05/2568,32.1458,29.0125,23.8752,21.2557,28.3468,36.1937,21.2192,22.0899,27.8877,27.9061,44.6933,30.6625,10.2704
26/05/2568,32.0906,28.9643,23.8662,21.2541,28.2965,36.0558,21.4881,21.9001,27.592,27.799,45.2937,30.5585,10.2704
23/05/2568,32.0537,28.9392,23.8598,21.2512,28.2738,35.9889,21.4873,22.0292,27.4976,27.7747,45.2407,30.5008,10.2704
22/05/2568,32.1321,28.9762,23.8476,21.2495,28.3114,36.1996,21.4231,21.8029,27.8361,27.7513,44.6426,30.6846,10.2705
21/05/2568,32.1537,28.9794,23.8477,21.2487,28.3147,36.2321,21.5388,21.6779,27.8524,27.7363,44.9662,30.7153,10.2705
20/05/2568,32.3401,29.1011,23.8552,21.2475,28.4315,36.5346,21.7592,21.6374,28.1799,27.8859,45.008,30.98,10.2705
19/05/2568,32.3248,29.1038,23.8513,21.2463,28.4526,36.5152,21.5913,21.4621,28.1565,27.9084,44.1729,30.9269,10.2705
16/05/2568,32.3921,29.1522,23.856,21.244,28.4991,36.6262,21.7194,21.48,28.2562,27.9444,43.8793,31.0344,10.2676
15/05/2568,32.4287,29.1871,23.8503,21.2425,28.5285,36.6802,21.6758,21.3278,28.2713,27.9155,44.5821,31.0916,10.3676
14/05/2568,32.3637,29.105,23.8373,21.2421,28.4523,36.5643,22.0472,21.5312,28.0703,27.8345,43.682,30.9961,10.3677
13/05/2568,32.3728,29.1293,23.8453,21.2416,28.4714,36.5134,22.0473,21.6323,27.9307,27.8872,44.614,30.9507,10.3678
09/05/2568,32.156,29.048,23.8447,21.24,28.3747,35.9286,21.9766,21.2201,26.9971,27.9598,45.4455,30.4427,10.3682
08/05/2568,32.0707,28.9976,23.858,21.2397,28.3304,35.7786,21.8959,21.2868,26.841,27.9538,44.9082,30.308,10.3683
07/05/2568,32.0839,29.0078,23.8605,21.2388,28.3409,35.7248,22.1715,21.2419,26.6548,28.0268,45.6205,30.2689,10.2684
06/05/2568,31.9783,28.9603,23.8412,21.2387,28.2944,35.5906,21.5668,21.1507,26.6062,27.9646,46.2385,30.1319,10.2685
02/05/2568,32.083,29.0025,23.8312,21.2364,28.335,35.8173,21.6961,21.1556,26.9239,28.0275,44.2382,30.3275,10.2688
30/04/2568,32.1969,29.1471,23.8402,21.2352,28.4541,35.805,21.792,21.1216,26.6379,28.2134,45.5316,30.329,10.269
29/04/2568,32.1121,29.1184,23.8302,21.2203,28.4243,35.6755,21.2675,20.985,26.5716,28.1883,45.7923,30.1956,10.169
28/04/2568,32.163,29.1747,23.831,21.2192,28.4732,35.7497,21.0044,20.917,26.6558,28.1862,46.5276,30.2548,10.169
25/04/2568,32.0683,29.1008,23.8237,21.2158,28.4021,35.6077,21.0385,20.8965,26.5032,28.117,45.7401,30.1327,10.269
24/04/2568,31.9587,29.0317,23.8078,21.2144,28.3396,35.42,20.8353,21.0115,26.2748,28.0518,46.0867,29.9608,10.269
23/04/2568,31.8829,28.9755,23.8248,21.2134,28.2964,35.2559,20.9657,21.054,25.9781,27.9616,45.4357,29.8315,10.169
22/04/2568,31.6999,28.8801,23.8245,21.2124,28.2052,34.8426,20.7941,20.8404,25.3528,27.9123,46.2081,29.4624,10.169
21/04/2568,31.5932,28.8335,23.8381,21.2116,28.1609,34.5946,20.6592,20.832,24.9841,27.8777,46.6902,29.2429,10.169
18/04/2568,31.7908,28.9387,23.8321,21.2087,28.2577,34.9629,21.0324,20.8845,25.4254,27.978,45.7894,29.5757,10.169
17/04/2568,31.7096,28.8822,23.8144,21.2075,28.2067,34.8443,20.9214,21.0247,25.3185,27.9555,45.603,29.4671,10.169
16/04/2568,31.696,28.8676,23.8006,21.2068,28.1952,34.838,20.87,21.1831,25.3399,27.9472,45.7417,29.462,10.1691
11/04/2568,31.6137,28.779,23.7806,21.2041,28.1164,34.7445,20.5152,20.9195,25.3231,27.7511,44.9009,29.3618,10.1696
10/04/2568,31.7563,28.8927,23.7851,21.2036,28.2152,34.9117,20.6485,20.8733,25.4052,27.8513,44.7841,29.5147,10.1697
09/04/2568,31.7094,28.9121,23.7966,21.2031,28.2276,34.8226,19.8156,20.0176,25.4521,27.8837,44.203,29.4174,10.0699
08/04/2568,31.5573,28.8852,23.8105,21.2028,28.2046,34.4647,19.4915,20.6718,24.9748,27.9794,43.0196,29.1036,10.0699
04/04/2568,31.8253,29.0162,23.8257,21.2012,28.3583,35.0835,20.5958,21.7215,25.7533,28.2376,43.0198,29.6737,10.0703
03/04/2568,32.223,29.1833,23.8125,21.2,28.5244,35.932,21.2022,22.0054,26.8482,28.199,44.0626,30.4291,10.1704
02/04/2568,32.3274,29.1814,23.7763,21.1993,28.5332,36.28,21.2715,21.9874,27.4376,28.0799,44.1835,30.7352,10.1705
01/04/2568,32.2503,29.131,23.759,21.1988,28.4872,36.1399,21.1756,22.0743,27.2819,28.0772,44.0499,30.6137,10.0706
31/03/2568,32.0894,29.0321,23.755,21.198,28.391,35.8697,20.9479,21.9664,27.0276,28.0201,43.8976,30.3794,10.0707
28/03/2568,32.1487,29.0306,23.7,21.183,28.3945,36.0671,21.2518,22.0966,27.2558,27.9755,43.2645,30.563,10.1707
27/03/2568,32.2375,29.0488,23.6991,21.1818,28.4179,36.3147,21.3873,22.1175,27.6121,27.8852,42.957,30.7793,10.1707
26/03/2568,32.2848,29.0758,23.6936,21.1803,28.4444,36.4179,21.3897,22.2201,27.7543,27.8959,42.5501,30.8679,10.1707
25/03/2568,32.3212,29.0831,23.6857,21.179,28.4548,36.5287,21.3718,22.1289,27.9654,27.9102,42.5376,30.9638,10.0707
24/03/2568,32.2906,29.069,23.6978,21.1779,28.4355,36.4518,21.4958,22.0517,27.8441,27.9165,42.2894,30.9013,10.1707
21/03/2568,32.2374,29.0635,23.7017,21.1741,28.4264,36.3091,21.4576,22.2175,27.6315,27.9685,42.4636,30.7766,10.0707
20/03/2568,32.1978,29.0393,23.6883,21.1729,28.4063,36.2639,21.3858,22.3707,27.6147,27.9711,42.5692,30.7353,10.0708
19/03/2568,32.1844,29.0216,23.6684,21.1718,28.3869,36.261,21.4767,22.3796,27.5922,27.9435,42.548,30.7319,10.1707
18/03/2568,32.0442,28.937,23.65,21.1709,28.3008,36.0014,21.2395,22.1431,27.3042,27.8969,42.3237,30.499,10.1709
17/03/2568,32.0459,28.932,23.6491,21.1697,28.2978,36,21.0796,21.9861,27.328,27.8926,41.9087,30.4911,10.0709
14/03/2568,31.996,28.907,23.6516,21.1663,28.2704,35.8858,21.1122,21.9463,27.1446,27.8576,41.7762,30.3952,10.1709
13/03/2568,31.913,28.8677,23.642,21.1648,28.2343,35.7002,21.0325,21.8452,26.9014,27.8824,41.8645,30.2347,10.0709
12/03/2568,31.9935,28.9108,23.6384,21.1646,28.2728,35.898,21.0038,21.7954,27.1895,27.8571,41.3316,30.4078,10.1709
11/03/2568,31.9969,28.906,23.6332,21.1642,28.2692,35.8543,21.381,21.8278,27.0162,27.8946,41.1172,30.3775,10.1709
10/03/2568,31.9957,28.9064,23.6109,21.1631,28.2749,35.918,21.1348,21.9298,27.2219,27.933,40.6833,30.4314,10.071
07/03/2568,32.1169,28.9326,23.6046,21.1613,28.3033,36.2292,21.4329,21.9565,27.639,27.8837,40.8372,30.7045,10.071
06/03/2568,32.1431,28.9529,23.5957,21.1609,28.3201,36.2993,21.2765,21.989,27.7648,27.8786,40.9772,30.7641,10.071
05/03/2568,32.1807,28.9611,23.6048,21.1603,28.3309,36.2815,21.5898,22.0589,27.6224,27.9472,41.0124,30.7338,10.171
04/03/2568,32.1089,28.9647,23.5997,21.1598,28.3291,36.0929,21.2378,22.0542,27.3954,28.0974,41.1776,30.5652,10.071
03/03/2568,32.3351,29.0995,23.5937,21.1592,28.4443,36.5412,21.4579,22.0173,27.9349,28.1258,41.2452,30.9613,10.071
28/02/2568,32.3834,29.1248,23.6034,21.1577,28.4679,36.6616,21.6193,22.0303,28.1044,28.1393,40.7811,31.0783,10.0711
27/02/2568,32.3153,29.0599,23.6035,21.1461,28.4117,36.5867,21.7899,21.9956,28.0491,28.0592,40.5985,31.0268,10.071
26/02/2568,32.407,29.1296,23.5876,21.1451,28.4735,36.7623,21.8837,22.124,28.1514,28.0729,40.94,31.2228,10.171
25/02/2568,32.289,29.0431,23.5493,21.1435,28.3949,36.5959,21.5984,21.6988,28.0332,28.0269,40.8846,31.0791,10.0711
24/02/2568,32.3094,29.0123,23.5451,21.1423,28.3709,36.6465,22.1028,21.9679,28.0145,27.9213,41.1773,31.1337,10.0711
21/02/2568,32.4364,29.0643,23.5281,21.1387,28.4157,36.9324,22.4142,22.0283,28.3626,27.8906,41.0882,31.3941,10.0711
20/02/2568,32.4618,29.0662,23.5244,21.1375,28.4153,37.0197,22.3234,21.9719,28.5015,27.8083,41.1797,31.4675,10.0711
19/02/2568,32.5453,29.094,23.5185,21.1363,28.4392,37.1851,22.7066,22.0462,28.6588,27.7895,41.2031,31.6195,10.0711
18/02/2568,32.5379,29.0888,23.5113,21.1356,28.4301,37.171,22.6444,21.9321,28.652,27.8002,41.172,31.6037,10.0711
17/02/2568,32.5239,29.1011,23.5164,21.1353,28.4386,37.1216,22.4306,21.8095,28.611,27.8762,40.5958,31.5498,10.0711
14/02/2568,32.4091,29.0348,23.4972,21.1304,28.3764,36.9116,22.1308,21.7966,28.3932,27.8745,40.4938,31.3549,10.0711
13/02/2568,32.4701,29.0654,23.4952,21.13,28.4026,37.0112,22.3782,21.8799,28.4261,27.8365,41.3137,31.4561,10.0712
11/02/2568,32.4975,29.0999,23.5066,21.1288,28.4314,37.0447,22.3145,21.8555,28.4485,27.8424,41.1748,31.4904,10.0712
10/02/2568,32.4261,29.063,23.5055,21.1284,28.3996,36.911,22.155,21.6431,28.3291,27.8917,41.1276,31.37,10.0712
07/02/2568,32.3476,29.0025,23.5085,21.1257,28.3466,36.7246,22.3449,21.7125,28.041,27.8802,40.2566,31.2031,10.0712
06/02/2568,32.3859,29.047,23.4975,21.125,28.3842,36.7975,22.061,21.6637,28.1677,27.9496,40.3552,31.2588,10.0712
05/02/2568,32.3419,29.007,23.4972,21.1244,28.3494,36.6693,22.3556,21.8222,27.9239,27.9484,40.2244,31.1461,10.0712
04/02/2568,32.3819,29.018,23.4829,21.1238,28.3528,36.7631,22.4565,21.7286,28.0072,27.8521,40.2611,31.2351,10.0713
03/02/2568,32.3589,29.0184,23.4778,21.1231,28.3491,36.6969,22.3721,21.7688,27.8997,27.8536,40.1147,31.1789,10.0713
31/01/2568,32.3565,28.9893,23.4834,21.121,28.3276,36.7304,22.4973,21.935,27.9807,27.807,39.5411,31.2018,10.0713
30/01/2568,32.3922,29.0137,23.4792,21.1085,28.3327,36.7873,22.7664,21.9918,27.996,27.786,39.4306,31.2558,10.0713
29/01/2568,32.3614,28.9951,23.4818,21.1072,28.3182,36.7186,22.7585,22.1364,27.8856,27.7471,38.9341,31.1946,10.0713
28/01/2568,32.4045,29.0303,23.4829,21.1059,28.3439,36.791,22.8068,22.109,27.9532,27.7598,39.231,31.2611,10.1713
27/01/2568,32.272,28.9465,23.4779,21.1046,28.2777,36.546,22.6271,22.175,27.6884,27.7541,38.6946,31.0439,10.0713
24/01/2568,32.3196,28.9412,23.4613,21.1007,28.2697,36.6965,22.7374,22.0262,27.9065,27.6582,39.0138,31.1761,10.0713
23/01/2568,32.4013,29.0028,23.4578,21.0994,28.3212,36.8662,22.6472,21.9132,28.1263,27.6575,39.1828,31.3313,10.0713
22/01/2568,32.3578,28.9618,23.4373,21.0981,28.2855,36.7466,22.9653,21.9831,27.8984,27.6925,39.0157,31.2269,10.0714
21/01/2568,32.3702,28.9911,23.4186,21.0978,28.3085,36.7627,22.7714,22.0028,27.911,27.725,39.1342,31.2421,10.0714
20/01/2568,32.3586,28.9916,23.4187,21.0973,28.3073,36.7454,22.6095,21.8751,27.8952,27.6765,38.7923,31.2283,10.0714
17/01/2568,32.3973,29.0208,23.4227,21.0967,28.3306,36.7961,22.7045,22.0347,27.9085,27.6798,38.9993,31.2764,10.0714
16/01/2568,32.4364,29.0395,23.4179,21.0964,28.3472,36.8243,23.0024,22.1174,27.8306,27.6652,39.3407,31.3052,10.0714
15/01/2568,32.4263,29.0328,23.4131,21.0952,28.3367,36.8008,22.9373,22.1447,27.7815,27.6164,39.2257,31.2819,10.0714
14/01/2568,32.2542,28.9308,23.4205,21.0941,28.2452,36.4931,22.5621,22.253,27.4298,27.4402,38.9929,31.011,10.0714
13/01/2568,32.2821,28.947,23.4347,21.0932,28.2605,36.5218,22.7488,22.2698,27.4277,27.4606,38.857,31.0423,10.0715
10/01/2568,32.2814,28.9387,23.4448,21.0901,28.2602,36.5398,22.8509,22.2222,27.4927,27.495,39.1591,31.063,10.0715
09/01/2568,32.3662,29.0016,23.4504,21.0889,28.3167,36.7245,22.7702,22.2078,27.7822,27.5807,38.706,31.2237,10.0715
