Date,share35,Master,Debt,Deposits,share20,share65,Thaishare,estate,abroadshare,abroadDebt,gold,active,vayu
06/03/2567,31.4395,28.3911,22.7228,20.6687,27.544,35.2058,23.3679,20.8529,25.8938,28.3845,27.5595,32.4489,29.8794
05/03/2567,31.4152,28.3864,22.7174,20.6672,27.5363,35.1851,23.2089,20.8069,25.9041,28.3835,27.54,32.3168,29.865
04/03/2567,31.4316,28.3752,22.7153,20.6663,27.5264,35.278,23.2258,20.9942,26.0588,28.3823,27.4235,32.1382,29.9509
01/03/2567,31.4597,28.4018,22.7064,20.6639,27.5452,35.3067,23.2622,20.9519,26.0502,28.3786,27.445,31.8076,29.9775
29/02/2567,31.3525,28.3239,22.7051,20.6624,27.4787,35.1083,23.2382,20.7391,25.7955,28.3773,27.3831,31.1724,29.806
28/02/2567,31.389,28.3607,22.6966,20.6545,27.4969,35.1802,23.3481,20.8492,25.8441,28.376,27.3463,30.9268,29.875
27/02/2567,31.3361,28.3026,22.6988,20.6531,27.4535,35.0955,23.4392,20.7909,25.7499,28.3748,27.3048,30.6826,29.8049
23/02/2567,31.4671,28.4024,22.6899,20.6482,27.537,35.3144,23.5341,20.7883,25.9851,28.3699,27.4017,31.0356,29.9967
22/02/2567,31.3428,28.3018,22.6878,20.6464,27.4472,35.0982,23.5481,20.6972,25.7286,28.3686,27.2982,30.6283,29.8027
21/02/2567,31.2286,28.2537,22.69,20.6455,27.4009,34.8423,23.3816,20.7898,25.3642,28.3674,27.288,30.6258,29.5784
20/02/2567,31.2724,28.3132,22.6804,20.6449,27.4446,34.9361,23.1293,20.7496,25.5304,28.3666,27.3616,30.8266,29.6611
19/02/2567,31.2754,28.3005,22.6743,20.6433,27.4338,34.9569,23.1482,20.7243,25.5575,28.3658,27.3236,30.6305,29.6811
16/02/2567,31.2597,28.2958,22.671,20.6416,27.4274,34.935,23.0801,20.7218,25.545,28.3633,27.3263,30.7363,29.6621
15/02/2567,31.296,28.3375,22.6722,20.6411,27.46,34.9798,22.96,20.7225,25.6058,28.3624,27.3937,30.7879,29.6961
14/02/2567,31.2285,28.2807,22.6682,20.641,27.4131,34.8386,23.0062,20.7868,25.3903,28.3616,27.3484,30.5693,29.5682
13/02/2567,31.0632,28.1559,22.6758,20.6389,27.3123,34.5139,23.0659,20.7458,24.9655,28.3606,27.2874,30.2464,29.2766
12/02/2567,31.2157,28.2674,22.6688,20.638,27.4096,34.7941,23.0605,20.8666,25.3315,28.3596,27.4112,30.8167,29.5222
09/02/2567,31.2082,28.2582,22.6609,20.6337,27.4001,34.799,23.044,20.7995,25.3521,28.3565,27.3886,30.882,29.5284
08/02/2567,31.1752,28.2449,22.6656,20.6322,27.3923,34.7089,23.0645,20.842,25.2114,28.3555,27.4263,30.9503,29.4478
07/02/2567,31.1169,28.1902,22.6344,20.6311,27.3521,34.5661,23.2493,20.8713,24.9667,28.3545,27.4985,30.8354,29.3176
06/02/2567,31.0832,28.1852,22.6258,20.6294,27.3427,34.48,23.1776,21.0652,24.8319,28.3533,27.5165,30.9071,29.2391
05/02/2567,31.042,28.171,22.6189,20.6287,27.3175,34.42,22.9772,21.1345,24.7786,28.352,27.4531,30.8358,29.1791
02/02/2567,30.943,28.1025,22.6216,20.6242,27.2705,34.1928,23.0181,21.1888,24.5046,28.3483,27.6036,30.6209,28.9662
01/02/2567,30.9471,28.161,22.6211,20.6236,27.3137,34.1382,22.7775,21.0737,24.419,28.3471,27.7634,31.0626,28.9146
31/01/2567,30.9362,28.1557,22.6152,20.6223,27.3002,34.1166,22.711,20.8815,24.379,28.3459,27.683,30.7644,28.8922
30/01/2567,30.9288,28.1261,22.6097,20.617,27.2701,34.1742,22.7584,20.947,24.5079,28.3446,27.5492,30.6085,28.9482
29/01/2567,30.9787,28.159,22.5999,20.6153,27.2944,34.2765,22.8352,20.8667,24.6167,28.3434,27.5425,30.7105,29.0429
26/01/2567,30.9139,28.1193,22.5915,20.6113,27.2526,34.1954,22.6481,20.8125,24.5605,28.3397,27.4533,30.5447,28.9755
25/01/2567,30.9439,28.1339,22.5817,20.6099,27.2638,34.2418,22.8038,20.8778,24.5689,28.3385,27.456,30.6356,29.0198
24/01/2567,30.8998,28.0894,22.5763,20.6076,27.2261,34.1633,22.8195,21.1183,24.4555,28.3372,27.3864,30.4826,28.9499
23/01/2567,30.8096,28.0626,22.5727,20.6071,27.1943,33.9827,22.4591,20.9283,24.2735,28.336,27.4168,30.7518,28.781
22/01/2567,30.8456,28.0852,22.5644,20.6057,27.2191,34.0216,22.5998,21.1491,24.2718,28.3348,27.4884,30.6225,28.8142
19/01/2567,30.7806,28.0168,22.5593,20.6033,27.1633,33.8855,22.8333,20.9911,24.046,28.3316,27.4317,30.6393,28.6985
18/01/2567,30.7371,28.0043,22.5611,20.6016,27.1467,33.7862,22.7159,20.985,23.9097,28.3306,27.4196,30.6338,28.6104
17/01/2567,30.7017,27.9893,22.5666,20.6011,27.1336,33.6972,22.777,20.9756,23.7768,28.3295,27.4471,30.33,28.5307
16/01/2567,30.8143,28.043,22.567,20.5995,27.1897,33.8984,23.1568,21.2578,23.9795,28.3283,27.5356,30.5752,28.7143
15/01/2567,30.7793,28.0133,22.57,20.598,27.1735,33.8231,23.2004,21.2938,23.8987,28.327,27.6157,30.5637,28.6466
12/01/2567,30.8227,28.0382,22.5711,20.5943,27.1937,33.8957,23.3116,21.2826,23.9618,28.3233,27.6221,30.6498,28.7122
11/01/2567,30.792,28.0105,22.5685,20.5922,27.1695,33.8488,23.29,21.3549,23.9159,28.3221,27.5637,30.3519,28.6713
10/01/2567,30.7581,27.9735,22.5682,20.5908,27.14,33.7963,23.3466,21.5506,23.8448,28.3208,27.5112,30.2488,28.6266
09/01/2567,30.7348,27.9581,22.554,20.5899,27.1249,33.7595,23.3668,21.6253,23.7901,28.3196,27.5188,30.2976,28.5971
08/01/2567,30.7604,27.9747,22.5379,20.5876,27.1372,33.8178,23.3889,21.7768,23.8508,28.3184,27.5257,30.3521,28.6489
05/01/2567,30.6509,27.8828,22.5287,20.584,27.0618,33.6036,23.5537,21.8303,23.5527,28.3147,27.4749,30.3683,28.4701
04/01/2567,30.6005,27.8462,22.5399,20.5837,27.0374,33.4804,23.6495,21.5506,23.3767,28.3135,27.5214,30.1635,28.3602
03/01/2567,30.5888,27.8539,22.5324,20.5814,27.0406,33.4583,23.5501,21.2503,23.3804,28.3122,27.5972,30.0633,28.3385
02/01/2567,30.6002,27.8461,22.5345,20.5806,27.0389,33.5041,23.6462,21.2857,23.4655,28.311,27.5791,30.1624,28.3809
28/12/2566,30.6602,27.9001,22.5326,20.5721,27.0738,33.593,23.5128,21.1549,23.6094,28.3002,27.699,30.286,28.4473
27/12/2566,30.7066,27.9486,22.5258,20.5721,27.1116,33.6585,23.3871,21.1429,23.6772,28.2989,27.7562,30.6363,28.4968
26/12/2566,30.704,27.9355,22.5218,20.5707,27.1084,33.6741,23.3911,20.7538,23.6904,28.2977,27.6593,30.6418,28.5109
25/12/2566,30.6817,27.9231,22.5202,20.5685,27.0981,33.6344,23.2894,20.6541,23.6563,28.2965,27.6493,30.4643,28.4734
22/12/2566,30.6737,27.9159,22.5138,20.5646,27.0912,33.6271,23.2713,20.4941,23.6565,28.2928,27.6453,30.4714,28.4672
21/12/2566,30.7349,27.9621,22.5107,20.5637,27.1358,33.7291,23.2686,20.5976,23.7551,28.2915,27.6664,30.4924,28.5535
20/12/2566,30.724,27.963,22.5034,20.5622,27.1361,33.6988,23.2271,20.4483,23.7088,28.2903,27.705,30.3294,28.527
19/12/2566,30.7473,27.9635,22.494,20.5608,27.1397,33.7928,23.1672,20.4232,23.8743,28.2891,27.6293,30.556,28.6137
18/12/2566,30.72,27.9414,22.4939,20.5596,27.1277,33.7403,23.2112,20.4507,23.7938,28.2878,27.5969,30.3603,28.5705
15/12/2566,30.673,27.9115,22.4919,20.5554,27.0982,33.644,23.2416,20.4514,23.6724,28.2842,27.6181,30.1202,28.4878
14/12/2566,30.6691,27.9218,22.5033,20.5554,27.1027,33.6357,22.9656,20.4835,23.7074,28.2829,27.5977,30.5311,28.4776
13/12/2566,30.711,27.9359,22.4608,20.5535,27.1253,33.7742,22.7496,20.2456,23.8967,28.2817,27.4711,30.9064,28.5879
12/12/2566,30.6189,27.8423,22.4615,20.552,27.0571,33.6339,22.9379,20.2909,23.6888,28.2805,27.284,30.144,28.4723
08/12/2566,30.4848,27.7461,22.448,20.5457,26.9656,33.3885,23.033,20.196,23.3755,28.2756,27.2521,30.273,28.2605
07/12/2566,30.4308,27.7192,22.451,20.5448,26.937,33.2496,23.0714,20.1034,23.18,28.2743,27.3095,30.5593,28.136
06/12/2566,30.4336,27.7182,22.4466,20.5422,26.9361,33.2413,23.1953,20.193,23.1319,28.2731,27.3448,30.5042,28.1326
04/12/2566,30.3294,27.6163,22.4044,20.5402,26.8461,33.16,23.1903,20.3154,23.1007,28.2706,27.1674,30.367,28.0728
01/12/2566,30.3553,27.6362,22.3899,20.5376,26.8574,33.2295,23.104,20.4458,23.2153,28.267,27.1914,31.1048,28.1351
30/11/2566,30.3802,27.6443,22.396,20.5362,26.8754,33.2837,23.0863,20.6422,23.2663,28.2657,27.0846,30.7069,28.1755
29/11/2566,30.2795,27.577,22.382,20.5339,26.7982,33.0938,23.1944,20.663,23.0265,28.2645,27.1245,30.5296,28.0119
28/11/2566,30.2857,27.5549,22.3548,20.5304,26.7863,33.1442,23.3195,20.8078,23.0552,28.2632,27.0311,30.5716,28.0608
27/11/2566,30.276,27.5394,22.3285,20.5291,26.7728,33.1595,23.2172,20.8141,23.0987,28.262,26.9845,30.3055,28.0719
24/11/2566,30.3896,27.6102,22.3388,20.525,26.8437,33.3838,23.2901,20.8111,23.3483,28.2583,26.9021,30.374,28.2711
23/11/2566,30.3556,27.5911,22.3522,20.5249,26.8251,33.3025,23.3963,21.0558,23.2371,28.2571,26.9551,30.072,28.2056
22/11/2566,30.3485,27.5841,22.3558,20.5227,26.8194,33.2715,23.5417,21.1093,23.1675,28.2559,26.9763,30.0338,28.1786
21/11/2566,30.3727,27.598,22.3618,20.5208,26.8356,33.3,23.6515,21.3629,23.1609,28.2547,26.9757,30.1737,28.2023
20/11/2566,30.3242,27.5572,22.3492,20.5207,26.7961,33.2257,23.6412,21.6446,23.0722,28.2534,26.9543,29.778,28.1428
17/11/2566,30.2447,27.507,22.3436,20.5174,26.7514,33.0824,23.5809,21.2607,22.9054,28.2497,26.923,29.8208,28.0226
16/11/2566,30.3394,27.5693,22.3339,20.5146,26.8106,33.2623,23.603,20.6152,23.1091,28.2485,26.9109,30.0877,28.1824
15/11/2566,30.2907,27.5152,22.3176,20.5146,26.7661,33.1979,23.6085,20.2888,23.0417,28.2473,26.8427,29.7438,28.12
14/11/2566,30.3457,27.5639,22.2682,20.5119,26.8032,33.2931,23.2792,19.9439,23.1762,28.2461,26.877,30.241,28.1936
13/11/2566,30.1925,27.4434,22.2552,20.5106,26.7034,33.0539,23.3007,19.6938,22.8763,28.2448,26.7071,29.952,27.9922
10/11/2566,30.1357,27.3985,22.2653,20.5066,26.6678,32.9456,23.317,19.7457,22.7662,28.2411,26.7072,29.7131,27.9028
09/11/2566,30.0754,27.3566,22.2835,20.507,26.636,32.811,23.4458,19.7351,22.5716,28.2399,26.7157,29.8271,27.7869
08/11/2566,30.0934,27.3618,22.259,20.5044,26.6416,32.8348,23.5179,19.7332,22.6116,28.2387,26.8115,29.7229,27.8081
07/11/2566,30.0562,27.3257,22.2414,20.503,26.6095,32.8058,23.4871,19.6274,22.6035,28.2375,26.755,30.0073,27.7854
06/11/2566,30.0298,27.2899,22.2357,20.5019,26.5827,32.771,23.6124,19.7417,22.5336,28.2362,26.6854,30.0847,27.7595
03/11/2566,30.0524,27.2973,22.2106,20.498,26.5915,32.7617,23.6769,19.4645,22.4553,28.2326,26.7255,30.4713,27.747
02/11/2566,29.9492,27.2327,22.1983,20.4974,26.5333,32.5881,23.4025,19.236,22.2742,28.2313,26.6367,30.5101,27.5944
01/11/2566,29.8682,27.1921,22.1816,20.4963,26.4979,32.4556,23.0958,19.0644,22.131,28.2301,26.5423,30.6394,27.4756
31/10/2566,29.7557,27.106,22.1937,20.4938,26.4256,32.2651,23.1967,19.0684,21.8862,28.2289,26.4182,30.5184,27.3215
30/10/2566,29.7741,27.1068,22.1794,20.4909,26.4289,32.2796,23.4125,19.0728,21.8386,28.2276,26.4186,30.6482,27.3327
27/10/2566,29.8259,27.153,22.1608,20.4871,26.4674,32.3636,23.3422,19.1161,21.9256,28.2239,26.4526,31.0384,27.4008
26/10/2566,29.7841,27.127,22.144,20.4863,26.4388,32.3273,23.1193,19.0874,21.9528,28.2227,26.4279,30.7069,27.37
25/10/2566,29.8451,27.1418,22.1474,20.4847,26.4554,32.4899,23.4243,19.2635,22.1527,28.2215,26.3756,30.6114,27.5312
24/10/2566,29.8775,27.1739,22.1499,20.4842,26.4746,32.5494,23.2821,19.1108,22.2866,28.2202,26.4482,30.47,27.5845
20/10/2566,29.9524,27.2122,22.1263,20.4789,26.5077,32.7309,23.4109,19.4212,22.4797,28.2153,26.3999,30.8541,27.7559
19/10/2566,30.0009,27.2162,22.1247,20.4779,26.5171,32.8725,23.7421,19.6832,22.6621,28.2141,26.3706,30.74,27.9016
18/10/2566,30.0499,27.2444,22.1316,20.4759,26.5433,32.9532,24.0145,19.9066,22.7385,28.2129,26.4298,30.2295,27.9776
17/10/2566,30.1085,27.305,22.1433,20.4752,26.5887,33.051,23.8359,19.8967,22.903,28.2116,26.5153,29.8564,28.0628
16/10/2566,30.1029,27.3161,22.1483,20.4733,26.5956,33.0059,23.7635,19.8745,22.8523,28.2104,26.5932,29.7634,28.016
12/10/2566,30.1723,27.35,22.1516,20.4681,26.6322,33.1373,24.0863,20.0096,22.9658,28.2055,26.5997,28.925,28.1438
11/10/2566,30.2534,27.4083,22.1443,20.4675,26.6825,33.2492,24.1174,20.1065,23.0755,28.2043,26.6949,29.1544,28.2414
10/10/2566,30.2275,27.4021,22.1264,20.4659,26.6685,33.2264,23.7815,20.0397,23.0995,28.2031,26.6423,29.1838,28.2205
09/10/2566,30.2848,27.453,22.1207,20.4646,26.7146,33.3019,23.7802,20.0955,23.132,28.2018,26.6435,29.4982,28.2867
06/10/2566,30.1999,27.3862,22.1262,20.4616,26.6571,33.1754,23.8217,20.1975,22.9799,28.1981,26.5309,28.9144,28.1841
05/10/2566,30.1653,27.3645,22.128,20.4604,26.6419,33.0549,24.0072,20.2128,22.7525,28.1969,26.5675,28.6967,28.0752
04/10/2566,30.2078,27.3934,22.1189,20.4593,26.6679,33.1399,24.0182,20.1923,22.8475,28.1957,26.5617,28.8588,28.1513
03/10/2566,30.2115,27.4115,22.1597,20.4588,26.6879,33.1638,23.9179,20.1199,22.9191,28.1945,26.5431,28.8445,28.168
02/10/2566,30.3495,27.4978,22.1799,20.4572,26.7726,33.3729,24.2743,20.3376,23.0988,28.1932,26.6477,28.8548,28.352
29/09/2566,30.2354,27.4196,22.1537,20.45,26.6917,33.1474,24.3143,20.7071,22.8311,28.1895,26.7224,28.6933,28.1593
28/09/2566,30.2647,27.4437,22.1294,20.4489,26.7106,33.2181,24.1068,20.6174,22.9321,28.1883,26.7022,29.2445,28.2141
27/09/2566,30.2335,27.4289,22.1483,20.4485,26.6972,33.1173,24.385,20.7395,22.7425,28.187,26.7314,29.2482,28.1435
26/09/2566,30.2054,27.4189,22.1407,20.4474,26.6849,33.0581,24.2968,20.7204,22.6872,28.1858,26.7815,29.5071,28.0858
25/09/2566,30.2345,27.4264,22.1508,20.4463,26.6952,33.1191,24.456,20.8068,22.7582,28.1845,26.8123,29.5944,28.1379
22/09/2566,30.2715,27.4522,22.1684,20.4417,26.7192,33.1315,24.7062,20.9927,22.7036,28.1808,26.8856,29.671,28.152
21/09/2566,30.3142,27.4826,22.1754,20.4411,26.7501,33.2338,24.5736,20.8757,22.8568,28.1796,26.8507,29.6775,28.2354
20/09/2566,30.3958,27.5278,22.1604,20.4394,26.7876,33.4277,24.4463,20.8917,23.1651,28.1784,26.9535,29.8314,28.3925
19/09/2566,30.4142,27.5247,22.1698,20.4397,26.7896,33.4694,24.6756,20.9266,23.1926,28.1771,26.9565,29.7424,28.4349
18/09/2566,30.405,27.5244,22.2097,20.4389,26.7893,33.441,24.7838,21.018,23.1619,28.1759,26.9866,29.6242,28.4155
15/09/2566,30.4923,27.5769,22.222,20.436,26.8363,33.6023,24.9815,21.2775,23.3252,28.1716,26.987,29.5233,28.5682
14/09/2566,30.5149,27.5861,22.2178,20.4352,26.8428,33.6392,25.0285,21.2212,23.3703,28.1703,27.0349,29.3099,28.5979
13/09/2566,30.4466,27.5413,22.1989,20.4348,26.8004,33.5182,24.908,21.1037,23.2399,28.1691,27.0156,29.2767,28.4927
12/09/2566,30.4246,27.5325,22.2314,20.4339,26.7917,33.4677,24.9629,21.4253,23.1797,28.1679,27.0117,29.267,28.4512
11/09/2566,30.4028,27.5152,22.2475,20.4329,26.7777,33.4353,24.9573,21.422,23.1629,28.1666,26.9897,29.3376,28.4254
08/09/2566,30.4013,27.5231,22.2624,20.4298,26.785,33.3957,25.0172,21.4805,23.0772,28.1629,27.0248,29.3063,28.3898
07/09/2566,30.4229,27.528,22.2522,20.4292,26.7917,33.4555,25.0907,21.3025,23.1492,28.1617,26.9962,29.355,28.4467
06/09/2566,30.4206,27.5282,22.2721,20.4287,26.7912,33.4916,25.0186,21.2926,23.2519,28.1605,26.9616,29.2738,28.4796
05/09/2566,30.4592,27.5714,22.2964,20.4277,26.8269,33.5456,24.9223,21.4246,23.3292,28.1583,27.0031,29.385,28.5164
04/09/2566,30.468,27.5803,22.3156,20.4266,26.8368,33.5417,24.9475,21.4714,23.3295,28.1571,27.0635,29.5029,28.5125
01/09/2566,30.449,27.5564,22.3218,20.425,26.8214,33.4695,25.1767,21.5572,23.1795,28.1534,27.0744,29.3973,28.4519
31/08/2566,30.4894,27.5897,22.3263,20.4229,26.8518,33.5061,25.2449,21.6333,23.1858,28.1522,27.1343,29.3955,28.4781
30/08/2566,30.5185,27.6007,22.3116,20.4178,26.8574,33.5821,25.4383,21.388,23.2567,28.1509,27.094,29.3159,28.5536
29/08/2566,30.4547,27.5662,22.3106,20.4141,26.826,33.4452,25.3592,21.4098,23.0824,28.1497,27.0852,29.2674,28.4323
28/08/2566,30.3905,27.5205,22.3015,20.4133,26.7909,33.3095,25.3931,21.3276,22.8701,28.1485,27.0039,29.0581,28.314
25/08/2566,30.3138,27.4694,22.2951,20.4118,26.7478,33.1614,25.3661,21.2688,22.6803,28.1448,26.9803,28.8932,28.1809
24/08/2566,30.3039,27.4638,22.2965,20.4093,26.743,33.1572,25.3045,21.2561,22.7015,28.1436,26.9867,28.8792,28.1788
23/08/2566,30.3215,27.4609,22.2883,20.4077,26.7392,33.1963,25.3414,21.2242,22.7518,28.1424,26.9882,28.9232,28.2117
22/08/2566,30.1916,27.37,22.2977,20.4066,26.6584,32.9851,25.2654,21.3397,22.5265,28.1412,26.8466,28.5701,28.0406
21/08/2566,30.2064,27.3962,22.3023,20.4056,26.6769,33.0214,25.0031,21.3347,22.6099,28.14,26.8249,28.6512,28.0622
18/08/2566,30.2368,27.4424,22.3079,20.4037,26.7151,33.0287,24.9024,21.3843,22.5922,28.1366,26.901,28.7024,28.0624
17/08/2566,30.2947,27.4715,22.313,20.4033,26.743,33.1757,24.9456,21.408,22.7906,28.1355,26.8712,28.7382,28.1901
16/08/2566,30.345,27.5103,22.3339,20.4029,26.7762,33.2808,24.8273,21.4005,22.9633,28.1343,26.914,28.7691,28.272
15/08/2566,30.4095,27.5608,22.3442,20.4005,26.8196,33.4103,24.7794,21.4194,23.1392,28.1332,26.9438,28.9459,28.3789
11/08/2566,30.4685,27.5968,22.3471,20.3969,26.8541,33.5233,24.9817,21.2297,23.2664,28.1286,27.022,28.9725,28.4672
10/08/2566,30.5393,27.6457,22.3496,20.3959,26.8947,33.6674,24.9844,21.2164,23.4674,28.1274,27.0922,28.9966,28.6039
09/08/2566,30.4812,27.621,22.3446,20.3945,26.8674,33.5329,24.8753,21.2888,23.3108,28.1263,27.1658,28.9442,28.4854
08/08/2566,30.4738,27.6266,22.3454,20.3936,26.8681,33.5458,24.6073,21.4165,23.3911,28.1251,27.1472,29.101,28.4844
07/08/2566,30.4949,27.6128,22.3368,20.3926,26.8605,33.6287,24.8699,21.4069,23.4848,28.1239,27.0832,29.2247,28.5769
04/08/2566,30.4636,27.5947,22.3254,20.3905,26.8424,33.573,24.7947,21.3149,23.4299,28.1204,27.1003,29.2914,28.5279
03/08/2566,30.3902,27.5386,22.3245,20.39,26.7966,33.4582,24.7771,21.2821,23.292,28.1192,26.9934,29.1107,28.4189
02/08/2566,30.4278,27.5572,22.3391,20.3882,26.8185,33.4795,25.1363,21.2502,23.2457,28.118,27.1034,28.9117,28.4366
31/07/2566,30.6228,27.6827,22.3344,20.3881,26.9283,33.8776,25.2747,21.2089,23.7623,28.1155,27.2275,29.3399,28.7852
27/07/2566,30.5176,27.6297,22.34,20.3818,26.8692,33.6262,25.1385,21.2005,23.4209,28.1106,27.1894,28.9419,28.5657
26/07/2566,30.5495,27.6735,22.3321,20.3802,26.9026,33.6739,24.8269,21.2359,23.511,28.1094,27.2724,29.4974,28.5891
25/07/2566,30.5854,27.6976,22.3261,20.3802,26.9247,33.7317,24.8061,21.2871,23.5645,28.1082,27.2714,29.4857,28.6329
24/07/2566,30.5359,27.6705,22.3273,20.3802,26.8989,33.61,24.736,21.2753,23.4062,28.1069,27.287,29.3114,28.5233
21/07/2566,30.5445,27.6717,22.3299,20.3758,26.9011,33.6074,24.8555,21.4046,23.3708,28.1033,27.2856,29.4363,28.5263
20/07/2566,30.4418,27.6047,22.3354,20.3789,26.8392,33.4424,24.7046,21.3937,23.2307,28.1021,27.2685,29.2762,28.3794
19/07/2566,30.5595,27.6788,22.3455,20.3734,26.9065,33.6345,24.9463,21.3296,23.4297,28.1008,27.3433,29.458,28.5555
18/07/2566,30.5652,27.6815,22.3431,20.3732,26.9093,33.6634,24.9286,21.4488,23.4687,28.0996,27.2971,29.555,28.5875
17/07/2566,30.6167,27.7201,22.3336,20.3706,26.9472,33.782,24.8339,21.3026,23.6165,28.0984,27.259,29.4436,28.6886
14/07/2566,30.6005,27.7166,22.3326,20.3673,26.9421,33.7615,24.6664,21.4257,23.6226,28.0947,27.2581,29.4357,28.6613
13/07/2566,30.5185,27.68,22.3269,20.3657,26.9042,33.6194,24.2914,21.2747,23.5232,28.0935,27.2919,29.5001,28.5294
12/07/2566,30.4556,27.6344,22.3246,20.367,26.8617,33.4991,24.3041,21.3158,23.3506,28.0923,27.1773,29.6799,28.4358
11/07/2566,30.2811,27.5156,22.325,20.3659,26.7496,33.1978,24.2773,21.3164,22.9971,28.0911,27.057,29.2308,28.1901
10/07/2566,30.2939,27.531,22.3238,20.3648,26.7635,33.1965,24.2204,21.428,22.9622,28.0898,27.0358,29.3094,28.1854
07/07/2566,30.2617,27.5116,22.3239,20.3593,26.7449,33.1508,24.1375,21.2643,22.9278,28.0862,27.0084,29.3177,28.1456
06/07/2566,30.2709,27.5191,22.3271,20.3615,26.754,33.15,24.2216,21.2851,22.8996,28.085,27.0488,29.0269,28.1348
05/07/2566,30.3992,27.5955,22.3298,20.3624,26.8261,33.3739,24.4989,21.3297,23.1483,28.0837,27.1745,29.0236,28.3397
04/07/2566,30.454,27.6245,22.3311,20.359,26.8614,33.4592,24.6117,21.206,23.2359,28.0825,27.2254,29.13,28.4147
03/07/2566,30.5026,27.6577,22.3211,20.3576,26.8938,33.5448,24.4638,21.4288,23.3411,28.0813,27.2271,29.3217,28.4782
30/06/2566,30.5049,27.6636,22.31,20.3532,26.8943,33.5226,24.4476,21.2858,23.284,28.0776,27.253,29.4189,28.4556
29/06/2566,30.4251,27.6447,22.3056,20.3526,26.8674,33.3858,23.9728,21.2448,23.1683,28.0764,27.2389,29.2821,28.321
28/06/2566,30.4592,27.6891,22.3064,20.3529,26.9071,33.4135,23.8081,21.2913,23.202,28.0752,27.3617,29.3275,28.3234
27/06/2566,30.3677,27.6219,22.3122,20.3513,26.8427,33.269,23.9142,21.2108,23.0463,28.074,27.3031,29.2705,28.2162
26/06/2566,30.3597,27.6163,22.3096,20.3508,26.8388,33.2066,24.1187,21.2257,22.8847,28.0727,27.3504,29.3747,28.1579
23/06/2566,30.3972,27.6298,22.3024,20.3489,26.8521,33.2996,24.2422,21.3738,22.9898,28.0691,27.3238,29.3371,28.2519
22/06/2566,30.4136,27.6203,22.3003,20.3475,26.8498,33.3857,24.3193,21.2737,23.1289,28.0678,27.252,29.1957,28.3411
21/06/2566,30.4475,27.6363,22.2944,20.3469,26.8695,33.415,24.568,21.5996,23.0924,28.0666,27.3166,29.419,28.3671
20/06/2566,30.4995,27.6502,22.2946,20.3462,26.8873,33.5372,24.79,21.7554,23.2385,28.0654,27.3153,29.4212,28.4767
19/06/2566,30.5273,27.6654,22.2935,20.3453,26.902,33.6502,24.6839,21.8802,23.442,28.0642,27.2563,29.7582,28.5884
16/06/2566,30.5377,27.6607,22.2884,20.3438,26.9018,33.666,24.8321,22.1714,23.4361,28.0607,27.2751,29.7231,28.6017
15/06/2566,30.5353,27.6611,22.2865,20.3431,26.9001,33.6542,24.799,22.1221,23.4225,28.0595,27.2896,29.8247,28.5874
14/06/2566,30.4707,27.6093,22.3043,20.3424,26.8613,33.5077,24.9644,22.22,23.1912,28.0583,27.2201,29.5699,28.4603
13/06/2566,30.4249,27.5749,22.3038,20.3416,26.8322,33.413,25.0191,22.176,23.0541,28.0571,27.1963,29.5094,28.3777
12/06/2566,30.3846,27.5739,22.3051,20.3412,26.8243,33.2835,24.8562,22.2014,22.8757,28.0559,27.2836,29.7529,28.2518
09/06/2566,30.3594,27.5583,22.3014,20.3392,26.8121,33.2118,24.9379,22.1732,22.7377,28.0522,27.2787,29.7905,28.1879
08/06/2566,30.3671,27.5712,22.3072,20.3386,26.8234,33.2026,24.9342,22.166,22.7026,28.051,27.2858,29.9527,28.1799
07/06/2566,30.2692,27.5255,22.3188,20.338,26.775,33.0441,24.4973,22.243,22.6076,28.0498,27.2332,29.5409,28.0368
06/06/2566,30.3043,27.5543,22.3143,20.3372,26.7963,33.0976,24.403,22.3183,22.6981,28.0485,27.3399,29.9249,28.0807
02/06/2566,30.2449,27.4993,22.3094,20.3348,26.7509,32.9774,24.5267,22.1899,22.5289,28.0437,27.332,29.623,27.9746
01/06/2566,30.1898,27.4876,22.3093,20.3339,26.7325,32.8038,24.3766,22.2339,22.2744,28.0425,27.412,30.1559,27.8155
31/05/2566,30.1634,27.4605,22.3,20.3333,26.71,32.7535,24.5782,22.2391,22.1605,28.0413,27.3675,29.9466,27.7741
30/05/2566,30.1896,27.4593,22.2843,20.3299,26.712,32.858,24.6532,22.184,22.3194,28.04,27.2952,29.8238,27.8731
29/05/2566,30.1745,27.4316,22.277,20.3294,26.6923,32.8759,24.7726,22.2746,22.3389,28.0387,27.1772,29.6383,27.8968
26/05/2566,30.1294,27.4014,22.2658,20.3274,26.662,32.8179,24.6276,22.3031,22.3146,28.035,27.1596,29.6105,27.8498
25/05/2566,30.0761,27.3747,22.2633,20.3268,26.637,32.6781,24.6824,22.2483,22.08,28.0338,27.148,29.471,27.7189
24/05/2566,30.1263,27.4106,22.2811,20.3261,26.6716,32.7425,24.8193,22.1805,22.1284,28.0326,27.2396,29.7349,27.7755
23/05/2566,30.216,27.4689,22.2843,20.3255,26.7235,32.9202,24.8266,22.2889,22.3683,28.0313,27.2895,30.0362,27.931
22/05/2566,30.2146,27.4641,22.2933,20.3249,26.7195,32.9566,24.7039,22.2348,22.4916,28.0301,27.2861,29.9111,27.9676
